Recency_scaled,Frequency_scaled,Monetary_scaled,Customer Id
2.547751524931072,-0.1909991798288124,-0.3873525043677454,8730
2.547751524931072,-0.1909991798288124,-0.7444495016751176,1473
2.512437170728532,-0.1909991798288124,1.1465807025617891,8677
2.4888942679268387,-0.1909991798288124,-0.5422132351434303,10042
2.453579913724299,-0.1909991798288124,-0.5832625987784663,7141
2.441808462323452,-0.1909991798288124,-0.5513267095008839,5118
0.6172334951922204,5.235624576483912,0.19275369006027823,8103
2.4182655595217586,-0.1909991798288124,-0.4966731855272538,9760
2.406494108120912,-0.1909991798288124,-0.19476258057720125,11947
2.3711797539183723,-0.1909991798288124,1.8092318322442769,1753
2.3711797539183723,-0.1909991798288124,-0.1346391139751456,11310
2.3240939483149856,-0.1909991798288124,0.5853526814373434,7273
2.3123224969141387,-0.1909991798288124,-0.4647919614694991,6875
2.3005510455132923,-0.1909991798288124,-0.3555168137457653,8010
2.3005510455132923,-0.1909991798288124,-0.6879423159629567,11793
2.2652366913107524,-0.1909991798288124,-0.20703230548572618,242
2.2652366913107524,-0.1909991798288124,0.3959691636184054,4867
2.2652366913107524,-0.1909991798288124,-0.7426140503678045,5875
2.229922337108212,-0.1909991798288124,1.0328740119264965,7701
-0.15968229726365896,5.235624576483912,-0.07992184870779354,5367
2.206379434306519,-0.1909991798288124,0.2927012786731466,9145
2.1946079829056724,-0.1909991798288124,1.3687380862492904,5965
2.112207823099746,-0.1909991798288124,-0.34867146199955557,10632
2.112207823099746,-0.1909991798288124,-0.4740648709959992,2817
2.100436371698899,-0.1909991798288124,-0.6824906220414335,10860
2.0768934688972056,-0.1909991798288124,-0.7016148069564337,12069
2.0768934688972056,-0.1909991798288124,-0.719814431760446,8524
2.0180362118929724,-0.1909991798288124,-0.10091336862549678,3687
2.006264760492126,-0.1909991798288124,0.10535817526000038,7407
2.006264760492126,-0.1909991798288124,-0.7280807762230406,8498
1.9827218576904324,-0.1909991798288124,0.523735397792071,2813
1.9474075034878926,-0.1909991798288124,0.9425088976961609,11761
1.9238646006861992,-0.1909991798288124,0.26391257010324276,7468
1.9238646006861992,-0.1909991798288124,-0.43961948248349464,6280
1.8885502464836592,-0.1909991798288124,-0.6287844231750928,10041
1.8650073436819659,-0.1909991798288124,1.0495342175474835,6523
1.8414644408802727,-0.1909991798288124,0.44418724328751547,8397
1.829692989479426,-0.1909991798288124,-0.7116619427259252,1975
1.794378635276886,-0.1909991798288124,2.718944305050842,9884
1.759064281074346,-0.1909991798288124,-0.10142344769206697,647
1.7355213782726526,-0.1909991798288124,1.110987512610904,2339
1.7119784754709595,-0.1909991798288124,0.9197092790888024,12310
-1.489856305559331,5.235624576483912,0.7033041567012841,10966
1.653121218466726,-0.1909991798288124,-0.841919511676018,6172
1.653121218466726,-0.1909991798288124,1.201430038707448,6071
1.617806864264186,-0.1909991798288124,0.04165032097770746,8925
1.5824925100616463,-0.1909991798288124,0.21380891625701284,4539
1.5824925100616463,-0.1909991798288124,2.786978816835351,8707
0.9939199400193134,5.235624576483912,1.4318583259816429,6306
1.5707210586607996,-0.1909991798288124,-0.8874140147714555,4673
1.5354067044582596,-0.1909991798288124,1.2840297596198889,3329
1.5236352530574129,-0.1909991798288124,-0.3828071165944606,7784
1.5118638016565662,-0.1909991798288124,-0.42155646679968695,6636
1.5118638016565662,-0.1909991798288124,0.004290099992507534,4209
1.4765494474540262,-0.1909991798288124,-0.7426322721077471,2538
1.4294636418506397,-0.1909991798288124,-0.2662584734187107,7307
1.4294636418506397,-0.1909991798288124,-0.3693031740538656,10759
1.3235205792430198,-0.1909991798288124,0.2711723897815789,2200
1.2528918708379397,-0.1909991798288124,-0.3345526194787605,5007
-0.6776261589009118,5.235624576483912,1.7939471080522413,10679
1.241120419437093,-0.1909991798288124,-0.592439845873636,4899
1.241120419437093,-0.1909991798288124,-0.739043360354538,5417
1.2293489680362466,-0.1909991798288124,-0.05036339698683623,5828
1.2058060652345532,-0.1909991798288124,-0.8719379552961534,7347
1.2058060652345532,-0.1909991798288124,-0.8200080001308411,11290
1.1940346138337066,-0.1909991798288124,-0.3200056894678628,10588
1.18226316243286,-0.1909991798288124,-0.7316970127479373,1273
1.1587202596311665,-0.1909991798288124,-0.7380550398210945,259
1.1469488082303199,-0.1909991798288124,-0.11153891581070059,468
1.1469488082303199,-0.1909991798288124,0.31123799352845966,9162
1.1351773568294732,-0.1909991798288124,-0.41656479090628057,9154
1.1234059054286265,-0.1909991798288124,0.5532028215411243,1989
1.1116344540277798,-0.1909991798288124,-0.3729831571419951,4781
1.1116344540277798,-0.1909991798288124,-0.5249108587181383,11149
