delay_delta,Order Item Quantity,Sales,profit_margin,discount_ratio,is_fraud
-0.7442814131869245,-1.210785528773194,-0.35592580294343934,0.04535255831406132,-1.8208039662022155,0
0.10035255009261904,-0.37159067886481933,-0.719521431921905,0.04294855068976758,-1.072403379765218,0
0.5226695317323908,0.8872015959977426,1.2059226958957427,0.04528345208597455,0.27471771024780545,1
-0.32196443154715276,-0.9310539121370691,-0.5136047675805568,0.04563398293905137,0.1250375475574358,0
-1.1665983948266962,0.8872015959977426,-0.555401168285656,0.04531225575293696,1.846359025586367,0
-0.32196443154715276,-0.7911881038190066,-0.5228840935512685,0.045880218548356146,0.7237581085108414,0
0.10035255009261904,0.6074699793616177,-0.37358016681553785,0.04526658580115712,-0.39884283850070934,0
0.5226695317323908,-0.7911881038190066,-0.46723595712077093,0.04512126465560667,0.12503752261074952,0
-1.1665983948266962,1.7263964459061172,-0.15983103036470622,0.04606966106756404,0.7237580486387929,0
-0.32196443154715276,1.4466648292699924,1.8806330858092364,0.04533669629970411,-0.4736829210932284,0
-1.1665983948266962,0.6074699793616177,-0.09861340652475109,0.04527272419734558,0.34955775542029444,0
0.10035255009261904,1.30679902095193,0.6344811635396554,0.04533356190945425,1.7216255171788057,0
-1.1665983948266962,-0.7911881038190066,-0.434774542431515,0.04473615287482967,0.12503755254677312,1
0.10035255009261904,0.6074699793616177,-0.3235107503304397,0.04537131000858693,0.19987769501134048,0
-0.7442814131869245,-0.6513222955009442,-0.6619858998795247,0.04559211155731748,0.8734381090477469,0
-1.1665983948266962,0.3277383627254929,-0.1723240459295161,0.045502986069101185,-0.3240027559081903,1
0.10035255009261904,0.8872015959977426,0.44165114872925204,0.04528012077946716,-0.8728298910465526,0
0.10035255009261904,-0.5114564871828817,-0.7176525781438725,0.04548821715977115,1.3224784848587645,0
-0.32196443154715276,0.6074699793616177,1.0901467134250398,0.045259471747046316,0.5740779433258033,0
0.5226695317323908,-0.6513222955009442,-0.3466418120265497,0.04553536224172416,-0.47368290363054727,0
-0.7442814131869245,-0.23172487054675686,0.33650394261139194,0.045305634706682876,-0.9726166179432045,1
-0.32196443154715276,2.1459938708603046,1.432123011953118,0.045303237150921716,0.050197552278320616,0
-0.7442814131869245,-0.23172487054675686,-0.3165408234127971,0.04510994646679995,-1.0724033498291938,0
-1.1665983948266962,-0.5114564871828817,-0.4442162050530747,0.04538949670058355,-0.024642477926156363,1
-0.7442814131869245,-0.6513222955009442,-0.6564349932761624,0.04562075208932973,-1.1721901316085563,0
1.3673034950119345,-0.6513222955009442,-0.6759072097756049,0.04537619360828804,0.5241845449521156,0
-0.7442814131869245,-0.9310539121370691,-0.6944380405517905,0.04659229768002347,0.4243977781407652,0
0.10035255009261904,1.027067404315805,-0.06427390301271761,0.04534993450484544,-0.5485229737497231,0
-0.7442814131869245,1.5865306375880548,0.14575147469957528,0.0454132050975712,2.519919581818888,0
0.10035255009261904,0.7473357876796802,-0.7028548201295888,0.045318606176835655,0.22482429441143728,0
0.5226695317323908,1.1669332126338676,0.5717425374188,0.0454127729669512,0.2747177626358473,1
-0.32196443154715276,0.04800674608936801,0.99813708916598,0.04529653482831484,-0.47368282380115023,0
1.3673034950119345,0.46760417104355534,0.30719132257011494,0.04564378714534454,0.9482782814483378,0
0.10035255009261904,-0.37159067886481933,-0.40914396194812497,0.04552439974807952,1.5469988374124057,0
1.3673034950119345,0.18787255440743045,-0.6017514218541334,0.04228831706219975,-0.5734696604632237,0
0.10035255009261904,2.285859679178367,1.1071101098897242,0.04536837481563615,-0.09948256800268142,0
-0.7442814131869245,2.1459938708603046,0.49074672538663067,0.04533465401516877,-1.3717636203272214,0
-0.7442814131869245,0.04800674608936801,-0.6861371884007008,0.04551942437570279,0.4243978380128133,0
0.5226695317323908,1.027067404315805,2.8069009660595685,0.045212425059912735,-0.5734696604632237,0
0.10035255009261904,2.285859679178367,-0.06479326475598844,0.04525686363105135,0.6489180857903702,0
0.10035255009261904,2.4257254874964294,1.169681763081618,0.045484351091625956,-0.11445058901158875,0
0.10035255009261904,0.8872015959977426,0.974922551573898,0.04540895501134067,2.1457192287283413,0
-0.32196443154715276,-0.7911881038190066,-0.8066756920501799,0.045477700275341953,-0.6982030491266892,0
0.10035255009261904,-0.23172487054675686,-0.8187652504363179,0.04540201418486679,-0.5734696405058741,0
-0.32196443154715276,-0.37159067886481933,1.2617702079871596,0.04528324125280592,0.5241846048241637,0
-0.7442814131869245,-0.37159067886481933,0.08088423268045426,0.04526505717893692,2.8192797225941453,0
-0.32196443154715276,-0.37159067886481933,0.2561758571035752,0.04526811266413136,1.0231183091581464,0
1.3673034950119345,3.1250545290867415,2.8761736042812753,0.04544667619621773,0.37450446957515005,0
0.10035255009261904,-0.09185906222869443,-0.6017375139287132,0.046712984728796786,-1.1721901216298816,1
-0.32196443154715276,-1.3506513370912563,-0.8650876854967564,0.04574467732593493,1.0231182442967608,0
-1.1665983948266962,0.7473357876796802,1.3458731203752852,0.04527250360534129,-0.7730431242352019,1
0.5226695317323908,-0.23172487054675686,-0.35129769590574295,0.04508811657760587,1.3224786495068968,0
-0.32196443154715276,0.18787255440743045,-0.39075222637396995,0.045611802108769875,-1.4715503621918857,0
-0.32196443154715276,-0.09185906222869443,0.04284411150801059,0.0454521350181724,0.05019753731030859,0
-0.7442814131869245,-0.23172487054675686,-0.7176711314922498,0.046927267312646584,2.370239386697826,1
-1.1665983948266962,0.7473357876796802,-0.23262804160563194,0.045431990192947996,-0.09948253806665738,0
0.5226695317323908,0.04800674608936801,-0.33754800179249217,0.04096269441865552,-0.27410942987989445,0
